Date,Open,High,Low,Close,Adj Close,Volume
2016-09-23,67.389999,67.900002,67.180000,67.250000,55.237766,13967400
2016-09-26,66.599998,66.800003,65.540001,65.779999,54.030346,16408100
2016-09-27,65.410004,66.410004,65.110001,66.360001,54.506748,13711400
2016-09-28,66.580002,66.769997,65.989998,66.709999,54.794216,11278000
2016-09-29,66.699997,67.209999,65.349998,65.650002,53.923553,18727200
2016-09-30,66.080002,67.059998,66.080002,66.589996,54.695663,21680100
2016-10-03,66.349998,66.919998,66.260002,66.510002,54.629944,14901700
2016-10-04,66.209999,67.180000,66.099998,66.599998,55.101536,17226900
2016-10-05,66.889999,68.070000,66.800003,67.690002,56.003361,16280000
2016-10-06,67.730003,67.970001,67.050003,67.870003,56.152260,17485000
2016-10-07,67.790001,68.180000,67.400002,68.110001,56.350830,18497000
2016-10-10,68.339996,69.059998,68.230003,68.639999,56.789341,13027500
2016-10-11,68.500000,68.820000,67.930000,68.309998,56.516304,15657100
2016-10-12,68.260002,68.589996,68.050003,68.129997,56.367374,11899800
2016-10-13,67.459999,67.870003,66.820000,67.739998,56.044716,17890000
2016-10-14,68.800003,69.029999,67.300003,67.519997,55.862690,24163800
2016-10-17,67.419998,67.790001,66.739998,67.169998,55.573124,14963400
2016-10-18,67.849998,68.209999,67.540001,67.699997,56.011623,11870300
2016-10-19,67.809998,68.500000,67.809998,68.349998,56.549397,12705800
2016-10-20,68.080002,68.680000,67.940002,68.260002,56.474941,14122000
2016-10-21,67.809998,68.529999,67.699997,68.489998,56.665218,12175700
2016-10-24,68.970001,69.050003,68.500000,68.870003,56.979607,10197100
2016-10-25,68.879997,68.930000,68.379997,68.800003,56.921719,9945100
2016-10-26,68.370003,69.250000,68.370003,69.129997,57.194744,9801300
2016-10-27,69.489998,69.769997,69.099998,69.230003,57.277470,14210700
2016-10-28,69.529999,69.550003,68.470001,69.110001,57.178192,12766500
2016-10-31,69.430000,69.580002,69.230003,69.260002,57.302299,14336300
2016-11-01,69.480003,69.779999,68.330002,68.970001,57.062363,15564500
2016-11-02,68.650002,68.849998,68.010002,68.680000,56.822422,12449800
2016-11-03,68.860001,69.190002,68.220001,68.379997,56.574211,10369700
2016-11-04,68.489998,68.559998,67.639999,67.760002,56.061260,13571300
2016-11-07,69.080002,69.970001,69.000000,69.879997,57.815250,16515100
2016-11-08,69.699997,70.550003,69.239998,70.029999,57.939350,17531700
2016-11-09,71.459999,74.150002,71.320000,73.250000,60.603409,50948400
2016-11-10,74.220001,77.250000,74.220001,76.650002,63.416405,56192300
2016-11-11,76.300003,76.720001,75.769997,76.690002,63.449497,27574300
2016-11-14,77.250000,80.440002,77.250000,79.510002,65.782639,46130700
2016-11-15,78.370003,79.410004,77.779999,79.360001,65.658524,28126300
2016-11-16,78.220001,78.349998,76.879997,77.400002,64.036919,26054900
2016-11-17,77.930000,78.459999,77.599998,78.019997,64.549881,19306700
2016-11-18,77.959999,78.419998,77.550003,77.709999,64.293388,19770000
2016-11-21,78.000000,78.169998,77.290001,78.050003,64.574692,11983500
2016-11-22,78.349998,78.559998,77.760002,78.529999,64.971840,14410100
2016-11-23,78.870003,79.239998,77.889999,78.860001,65.244850,13373700
2016-11-25,79.099998,79.449997,78.470001,78.830002,65.220032,6185700
2016-11-28,78.180000,78.870003,78.019997,78.320000,64.798080,13007200
2016-11-29,78.389999,79.160004,78.389999,78.919998,65.294502,14144100
2016-11-30,79.919998,80.529999,79.699997,80.169998,66.328667,25351900
2016-12-01,80.650002,82.279999,80.650002,81.790001,67.668983,23823600
2016-12-02,81.800003,81.830002,80.900002,81.599998,67.511803,16931500
2016-12-05,82.300003,83.290001,82.290001,83.260002,68.885185,18529800
2016-12-06,83.599998,83.809998,82.430000,83.690002,69.240952,16130000
2016-12-07,83.550003,84.089996,82.849998,84.070000,69.555351,18996900
2016-12-08,84.230003,85.500000,83.940002,85.120003,70.424065,20844900
2016-12-09,85.019997,85.500000,84.139999,85.489998,70.730171,14567200
2016-12-12,85.360001,85.790001,84.290001,84.730003,70.101402,14511300
2016-12-13,84.980003,85.669998,83.820000,84.760002,70.126251,16669000
2016-12-14,83.879997,86.120003,83.760002,84.730003,70.101402,22622600
2016-12-15,85.400002,86.489998,84.900002,86.000000,71.152122,19438900
2016-12-16,86.290001,86.290001,84.889999,84.940002,70.275154,23008500
2016-12-19,84.800003,85.440002,84.190002,85.430000,70.680557,21685100
2016-12-20,85.790001,86.540001,85.550003,86.529999,71.590630,14587300
2016-12-21,86.430000,86.809998,86.029999,86.750000,71.772667,11400500
2016-12-22,86.440002,87.169998,86.209999,86.889999,71.888481,13924200
2016-12-23,87.000000,87.150002,86.400002,87.050003,72.020836,10759400
2016-12-27,87.050003,87.160004,86.750000,87.129997,72.087044,6946400
2016-12-28,87.160004,87.389999,86.349998,86.500000,71.565826,9455600
2016-12-29,86.580002,86.669998,85.040001,85.889999,71.061119,14689000
2016-12-30,86.099998,86.419998,85.660004,86.290001,71.392067,13617800
2017-01-03,87.339996,87.760002,85.980003,87.230003,72.169785,20550700
2017-01-04,86.959999,87.180000,86.400002,86.910004,72.302879,15266600
2017-01-05,86.809998,87.110001,85.260002,86.110001,71.637344,14300800
2017-01-06,86.389999,86.620003,85.940002,86.120003,71.645660,12893300
2017-01-09,85.730003,86.769997,85.519997,86.180000,71.695587,12806600
2017-01-10,86.070000,86.900002,85.720001,86.430000,71.903564,13989000
2017-01-11,86.430000,87.080002,85.910004,87.080002,72.444290,14713100
2017-01-12,86.760002,87.269997,86.019997,86.239998,71.745476,21337400
2017-01-13,87.110001,88.169998,86.099998,86.699997,72.128159,28296000
2017-01-17,84.930000,85.220001,83.279999,83.550003,69.507599,30024600
2017-01-18,83.629997,84.230003,83.029999,83.940002,69.832069,21270100
2017-01-19,84.059998,84.669998,83.120003,83.300003,69.299622,16555600
2017-01-20,83.430000,83.830002,83.290001,83.669998,69.607430,18436800
2017-01-23,83.300003,84.000000,83.209999,83.709999,69.640709,12179200
2017-01-24,83.919998,85.000000,83.559998,84.720001,70.480972,15175300
2017-01-25,85.839996,86.169998,85.169998,86.029999,71.570778,17551000
2017-01-26,85.949997,86.949997,85.949997,86.750000,72.169785,15962800
2017-01-27,86.660004,86.980003,86.269997,86.930000,72.319527,12535400
2017-01-30,86.190002,86.500000,85.320000,86.029999,71.570778,13661900
2017-01-31,85.599998,86.150002,84.089996,84.629997,70.406082,15655100
2017-02-01,85.540001,86.099998,84.680000,84.949997,70.672287,15430900
2017-02-02,84.339996,84.910004,84.160004,84.589996,70.372826,11081400
2017-02-03,86.190002,87.309998,85.870003,87.180000,72.527489,17885200
2017-02-06,86.790001,87.449997,86.610001,86.769997,72.186424,11828400
2017-02-07,87.139999,87.400002,86.480003,86.720001,72.144829,9392800
2017-02-08,86.180000,86.309998,85.370003,85.959999,71.512543,13970900
2017-02-09,85.959999,87.330002,85.959999,87.199997,72.544144,13749100
2017-02-10,87.480003,87.480003,86.889999,87.000000,72.377754,10992500
2017-02-13,87.440002,88.739998,87.430000,88.150002,73.334450,18739100
2017-02-14,88.300003,89.699997,88.110001,89.559998,74.507492,17932100
2017-02-15,90.080002,90.870003,89.349998,90.589996,75.364372,17381800
2017-02-16,90.400002,91.040001,89.769997,90.529999,75.314468,17672700
2017-02-17,89.820000,90.470001,89.690002,90.230003,75.064896,15776600
2017-02-21,90.510002,91.150002,90.459999,91.010002,75.713799,14068300
2017-02-22,90.519997,91.300003,90.419998,91.059998,75.755386,11839000
2017-02-23,91.180000,91.339996,90.519997,91.129997,75.813629,11067000
2017-02-24,90.180000,90.540001,89.730003,90.330002,75.148071,15062300
2017-02-27,90.320000,90.730003,90.019997,90.430000,75.231270,12361000
2017-02-28,89.849998,90.820000,89.589996,90.620003,75.389320,15183500
2017-03-01,92.790001,93.980003,92.610001,93.599998,77.868500,24451400
2017-03-02,93.870003,93.919998,92.029999,92.139999,76.653862,16862500
2017-03-03,92.139999,93.110001,92.139999,92.800003,77.202950,12817500
2017-03-06,92.250000,92.320000,91.099998,91.919998,76.470840,15059200
2017-03-07,91.639999,92.089996,91.209999,91.410004,76.046562,11156800
2017-03-08,92.680000,92.849998,91.099998,91.209999,75.880173,17378400
2017-03-09,91.599998,92.139999,91.150002,91.570000,76.179657,13726200
2017-03-10,91.949997,92.000000,90.529999,91.279999,75.938400,13729900
2017-03-13,91.309998,91.779999,90.930000,91.360001,76.004959,10004300
2017-03-14,91.019997,91.650002,90.769997,91.510002,76.129761,10237700
2017-03-15,91.800003,92.550003,91.129997,91.730003,76.312790,16601400
2017-03-16,92.029999,92.809998,91.570000,91.639999,76.237900,14492000
2017-03-17,91.830002,92.040001,90.650002,90.680000,75.439247,21734700
2017-03-20,90.269997,91.169998,89.790001,90.029999,74.898491,14623600
2017-03-21,90.360001,90.639999,87.059998,87.389999,72.702225,33089200
2017-03-22,86.889999,88.070000,86.010002,87.529999,72.818672,21741000
2017-03-23,87.209999,88.500000,87.089996,87.389999,72.702225,16090100
2017-03-24,87.790001,88.089996,86.769997,87.290001,72.619019,16093200
2017-03-27,85.529999,87.400002,85.230003,87.239998,72.577423,16689300
2017-03-28,87.019997,89.019997,86.980003,88.599998,73.708832,16264400
2017-03-29,88.599998,88.820000,88.080002,88.269997,73.434311,10207600
2017-03-30,88.199997,89.459999,88.120003,89.029999,74.066582,11631000
2017-03-31,88.709999,88.739998,87.750000,87.839996,73.076584,16987600
2017-04-03,87.989998,88.169998,86.599998,87.519997,72.810356,19831800
2017-04-04,86.889999,87.669998,86.720001,87.309998,73.053001,14280800
2017-04-05,88.419998,88.540001,86.129997,86.190002,72.115883,17635500
2017-04-06,85.980003,86.910004,85.250000,86.480003,72.358551,14379600
2017-04-07,85.930000,86.809998,85.709999,86.180000,72.107536,13097100
2017-04-10,86.080002,86.690002,85.400002,85.879997,71.856506,15081600
2017-04-11,85.540001,85.790001,84.800003,85.730003,71.731010,14690500
2017-04-12,85.930000,85.949997,85.029999,85.400002,71.454887,14730600
2017-04-13,85.500000,86.989998,84.400002,84.400002,70.618187,30529800
2017-04-17,84.440002,86.080002,84.370003,85.860001,71.839767,19071700
2017-04-18,85.360001,85.629997,84.739998,85.160004,71.254074,14127000
2017-04-19,85.500000,85.919998,84.360001,84.459999,70.668404,17588500
2017-04-20,84.980003,85.779999,84.550003,85.550003,71.580414,15635800
2017-04-21,85.500000,85.680000,84.510002,84.519997,70.718575,19820600
