"index","actual","aic_fit","bic_fit","aic","bic","r_aic","r_bic","aic_ma","bic_ma"
1,148.164429,145.776718140611,145.776718140611,NA,NA,NA,NA,0,0
2,147.20842,148.889678302506,148.889678302506,NA,NA,NA,NA,0,0
3,149.875717,147.679705308565,147.679705308565,NA,NA,NA,NA,0,0
4,151.328873,149.816858342304,149.816858342304,NA,NA,NA,NA,0,0
5,151.156784,151.366375047623,151.366375047623,NA,NA,NA,NA,0,0
6,151.864243,151.271627640028,151.271627640028,NA,NA,NA,NA,0,0
7,150.678772,151.832875769103,151.832875769103,NA,NA,NA,NA,0,0
8,149.579346,150.775113391442,150.775113391442,NA,NA,NA,NA,0,0
9,150.172089,149.594435381016,149.594435381016,NA,NA,NA,NA,0,0
10,149.980881,150.020513179467,150.020513179467,NA,NA,NA,NA,0,0
11,148.824097,149.917804495967,149.917804495967,NA,NA,NA,NA,0,0
12,150.114716,148.818650812917,148.818650812917,NA,NA,NA,NA,0,0
13,147.982788,149.883091253541,149.883091253541,NA,NA,NA,NA,0,0
14,147.504776,148.067974110189,148.067974110189,NA,NA,NA,NA,0,0
15,146.959854,147.380493663292,147.380493663292,NA,NA,NA,NA,0,0
16,147.657745,146.854446501075,146.854446501075,NA,NA,NA,NA,0,0
17,147.963669,147.458931518242,147.458931518242,NA,NA,NA,NA,0,0
18,144.091782,147.833540248456,147.833540248456,NA,NA,NA,NA,0,0
19,144.608032,144.286452159564,144.286452159564,NA,NA,NA,NA,0,0
20,144.856598,144.342803705058,144.342803705058,NA,NA,NA,NA,0,0
21,143.049713,144.691802660035,144.691802660035,NA,NA,NA,NA,0,0
22,143.94838,143.067471896852,143.067471896852,NA,NA,NA,NA,0,0
23,144.244736,143.710529128919,143.710529128919,NA,NA,NA,NA,0,0
24,145.13385,144.116655028655,144.116655028655,NA,NA,NA,NA,0,0
25,146.606125,144.970899338974,144.970899338974,NA,NA,NA,NA,0,0
26,145.898666,146.424160358575,146.424160358575,NA,NA,NA,NA,0,0
27,146.931168,145.913945723329,145.913945723329,NA,NA,NA,NA,0,0
28,146.07074,146.761175066847,146.761175066847,NA,NA,NA,NA,0,0
29,145.267685,146.076079789294,146.076079789294,NA,NA,NA,NA,0,0
30,145.66922,145.222455134172,145.222455134172,NA,NA,NA,NA,0,0
31,145.726578,145.512981776287,145.512981776287,NA,NA,NA,NA,0,0
32,148.871887,145.623626809254,145.623626809254,NA,NA,NA,NA,0,0
33,148.346085,148.533452230509,148.533452230509,NA,NA,NA,NA,0,0
34,148.001907,148.383578540566,148.383578540566,NA,NA,NA,NA,0,0
35,153.173996,147.954956698717,147.954956698717,NA,NA,NA,NA,0,0
36,154.177826,152.680775495226,152.680775495226,NA,NA,NA,NA,0,0
37,151.252396,154.158467601505,154.158467601505,NA,NA,NA,NA,0,0
