"index","actual","aic_fit","bic_fit","aic","bic","r_aic","r_bic","aic_ma","bic_ma"
1,177.389999,185.203295717974,185.203295717974,NA,NA,NA,NA,5,5
2,175.949997,176.132736279209,176.132736279209,NA,NA,NA,NA,5,5
3,176.300003,175.934576995809,175.934576995809,NA,NA,NA,NA,5,5
4,177.589996,176.838479174663,176.838479174663,NA,NA,NA,NA,5,5
5,175.369995,178.741478133465,178.741478133465,NA,NA,NA,NA,5,5
6,176.229996,176.399518888175,176.399518888175,NA,NA,NA,NA,5,5
7,175.039993,177.628596140522,177.628596140522,NA,NA,NA,NA,5,5
8,171.679993,175.548782449066,175.548782449066,NA,NA,NA,NA,5,5
9,172.389999,172.091212139494,172.091212139494,NA,NA,NA,NA,5,5
10,171.639999,173.015345631847,173.015345631847,NA,NA,NA,NA,5,5
11,171.330002,172.572479468193,172.572479468193,NA,NA,NA,NA,5,5
12,171.139999,172.303074853895,172.303074853895,NA,NA,NA,NA,5,5
13,169.679993,172.227891441397,172.227891441397,NA,NA,NA,NA,5,5
14,169.720001,170.778458905718,170.778458905718,NA,NA,NA,NA,5,5
15,170.020004,170.569162468104,170.569162468104,NA,NA,NA,NA,5,5
16,170.330002,170.961214657752,170.961214657752,NA,NA,NA,NA,5,5
17,170.210007,171.353471125354,171.353471125354,NA,NA,NA,NA,5,5
18,169.949997,171.196195103643,171.196195103643,NA,NA,NA,NA,5,5
19,169.910004,170.990971436167,170.990971436167,NA,NA,NA,NA,5,5
20,169.860001,170.782726833892,170.782726833892,NA,NA,NA,NA,5,5
21,169.5,170.656101216261,170.656101216261,NA,NA,NA,NA,5,5
22,171.270004,170.278931592066,170.278931592066,NA,NA,NA,NA,5,5
23,166.229996,172.251600258811,172.251600258811,NA,NA,NA,NA,5,5
24,166.509995,166.698592023645,166.698592023645,NA,NA,NA,NA,5,5
25,165.759995,167.441861001727,167.441861001727,NA,NA,NA,NA,5,5
26,165.770004,166.367644422827,166.367644422827,NA,NA,NA,NA,5,5
27,165.300003,166.828538800714,166.828538800714,NA,NA,NA,NA,5,5
28,164.25,166.120991062042,166.120991062042,NA,NA,NA,NA,5,5
29,165.729996,165.665590427879,165.665590427879,NA,NA,NA,NA,5,5
30,166.830002,166.812806336197,166.812806336197,NA,NA,NA,NA,5,5
31,166.479996,167.948733038473,167.948733038473,NA,NA,NA,NA,5,5
32,169.740005,167.443437923105,167.443437923105,NA,NA,NA,NA,5,5
33,171.029999,170.957023824671,170.957023824671,NA,NA,NA,NA,5,5
34,170.389999,171.978065814702,171.978065814702,NA,NA,NA,NA,5,5
35,174.279999,171.072036802572,171.072036802572,NA,NA,NA,NA,5,5
36,175.080002,175.049859358737,175.049859358737,NA,NA,NA,NA,5,5
37,172.910004,175.587469701049,175.587469701049,NA,NA,NA,NA,5,5
38,174.240005,172.997325607824,172.997325607824,NA,NA,NA,NA,5,5
39,172.009995,174.520427046,174.520427046,NA,NA,NA,NA,5,5
40,172.770004,172.077339628241,172.077339628241,NA,NA,NA,NA,5,5
41,172.960007,172.890793062413,172.890793062413,NA,NA,NA,NA,5,5
42,171.520004,173.178802479021,173.178802479021,NA,NA,NA,NA,5,5
43,171.910004,172.057383617873,172.057383617873,NA,NA,NA,NA,5,5
44,172.25,172.238445071525,172.238445071525,NA,NA,NA,NA,5,5
45,173.490005,172.808778208637,172.808778208637,NA,NA,NA,NA,5,5
46,172.5,173.941898684652,173.941898684652,NA,NA,NA,NA,5,5
47,172.770004,172.811988075315,172.811988075315,NA,NA,NA,NA,5,5
48,171.740005,173.314606982563,173.314606982563,NA,NA,NA,NA,5,5
49,172.630005,171.960329099308,171.960329099308,NA,NA,NA,NA,5,5
50,172.429993,173.048140075128,173.048140075128,NA,NA,NA,NA,5,5
51,171.619995,172.66856391273,172.66856391273,NA,NA,NA,NA,5,5
52,171.800003,172.10485223348,172.10485223348,NA,NA,NA,NA,5,5
53,176.050003,172.188173108466,172.188173108466,NA,NA,NA,NA,5,5
54,175.880005,176.845636651936,176.845636651936,NA,NA,NA,NA,5,5
55,178.490005,176.166982434259,176.166982434259,NA,NA,NA,NA,5,5
56,179.639999,179.13631662865,179.13631662865,NA,NA,NA,NA,5,5
57,178.830002,179.854125483732,179.854125483732,NA,NA,NA,NA,5,5
58,176.600006,178.863899704936,178.863899704936,NA,NA,NA,NA,5,5
59,176.020004,176.006175493165,176.006175493165,NA,NA,NA,NA,5,5
60,177.449997,175.897826743812,175.897826743812,NA,NA,NA,NA,5,5
61,178.160004,177.290702100042,177.290702100042,NA,NA,NA,NA,5,5
62,178.649994,178.295476900421,178.295476900421,NA,NA,NA,NA,5,5
63,178.429993,178.978531440467,178.978531440467,NA,NA,NA,NA,5,5
64,179.199997,178.72059028224,178.72059028224,NA,NA,NA,NA,5,5
65,178.75,179.283997452991,179.283997452991,NA,NA,NA,NA,5,5
66,178.919998,178.532958440395,178.532958440395,NA,NA,NA,NA,5,5
67,178.080002,178.849146667194,178.849146667194,NA,NA,NA,NA,5,5
68,178.410004,177.960548845639,177.960548845639,NA,NA,NA,NA,5,5
69,178.570007,178.526456550389,178.526456550389,NA,NA,NA,NA,5,5
70,178.050003,178.565434746861,178.565434746861,NA,NA,NA,NA,5,5
71,178.320007,178.14560530753,178.14560530753,NA,NA,NA,NA,5,5
72,177.710007,178.382884861787,178.382884861787,NA,NA,NA,NA,5,5
73,178.229996,177.785947465777,177.785947465777,NA,NA,NA,NA,5,5
74,177.270004,178.334910242877,178.334910242877,NA,NA,NA,NA,5,5
75,176.580002,177.271708978902,177.271708978902,NA,NA,NA,NA,5,5
76,177.889999,176.716556570274,176.716556570274,NA,NA,NA,NA,5,5
77,177.440002,178.076253429278,178.076253429278,NA,NA,NA,NA,5,5
78,177.389999,177.612556906506,177.612556906506,NA,NA,NA,NA,5,5
79,177.259995,177.577665873933,177.577665873933,NA,NA,NA,NA,5,5
80,178.490005,177.463563508188,177.463563508188,NA,NA,NA,NA,5,5
81,178.679993,178.784286918466,178.784286918466,NA,NA,NA,NA,5,5
82,178.490005,178.725222500015,178.725222500015,NA,NA,NA,NA,5,5
83,178.509995,178.681096272324,178.681096272324,NA,NA,NA,NA,5,5
84,175.970001,178.606329910513,178.606329910513,NA,NA,NA,NA,5,5
85,176.729996,175.872723622973,175.872723622973,NA,NA,NA,NA,5,5
86,176.820007,176.794992288629,176.794992288629,NA,NA,NA,NA,5,5
87,177.479996,176.893684602359,176.893684602359,NA,NA,NA,NA,5,5
88,175.419998,177.827633070611,177.827633070611,NA,NA,NA,NA,5,5
89,174.820007,175.519959198823,175.519959198823,NA,NA,NA,NA,5,5
90,175.169998,175.242516702578,175.242516702578,NA,NA,NA,NA,5,5
91,174.179993,175.271874868541,175.271874868541,NA,NA,NA,NA,5,5
92,175.039993,174.375198663388,174.375198663388,NA,NA,NA,NA,5,5
93,175.100006,175.394669377833,175.394669377833,NA,NA,NA,NA,5,5
94,175.759995,175.619929399175,175.619929399175,NA,NA,NA,NA,5,5
95,177.070007,176.253975388583,176.253975388583,NA,NA,NA,NA,5,5
96,178.179993,177.457097320209,177.457097320209,NA,NA,NA,NA,5,5
97,179,178.596451869089,178.596451869089,NA,NA,NA,NA,5,5
98,181.020004,179.205498322138,179.205498322138,NA,NA,NA,NA,5,5
