"index","actual","aic_fit","bic_fit","aic","bic","r_aic","r_bic","aic_ma","bic_ma"
1,67.25,70.6735289537539,70.6735289537539,NA,NA,NA,NA,0,0
2,65.779999,67.4050094141433,67.4050094141433,NA,NA,NA,NA,0,0
3,66.360001,65.9419411287705,65.9419411287705,NA,NA,NA,NA,0,0
4,66.709999,66.5198597487615,66.5198597487615,NA,NA,NA,NA,0,0
5,65.650002,66.8685484609597,66.8685484609597,NA,NA,NA,NA,0,0
6,66.589996,65.8130138057457,65.8130138057457,NA,NA,NA,NA,0,0
7,66.510002,66.7491975264568,66.7491975264568,NA,NA,NA,NA,0,0
8,66.599998,66.6695603482261,66.6695603482261,NA,NA,NA,NA,0,0
9,67.690002,66.7592122985402,66.7592122985402,NA,NA,NA,NA,0,0
10,67.870003,67.8447274591148,67.8447274591148,NA,NA,NA,NA,0,0
11,68.110001,68.0239764888643,68.0239764888643,NA,NA,NA,NA,0,0
12,68.639999,68.2629838736328,68.2629838736328,NA,NA,NA,NA,0,0
13,68.309998,68.7907906290278,68.7907906290278,NA,NA,NA,NA,0,0
14,68.129997,68.4621481792128,68.4621481792128,NA,NA,NA,NA,0,0
15,67.739998,68.282901265822,68.282901265822,NA,NA,NA,NA,0,0
16,67.519997,67.8945259521963,67.8945259521963,NA,NA,NA,NA,0,0
17,67.169998,67.6754506332857,67.6754506332857,NA,NA,NA,NA,0,0
18,67.699997,67.3269129402502,67.3269129402502,NA,NA,NA,NA,0,0
19,68.349998,67.8547351980257,67.8547351980257,NA,NA,NA,NA,0,0
20,68.260002,68.5020437028107,68.5020437028107,NA,NA,NA,NA,0,0
21,68.489998,68.4124073828174,68.4124073828174,NA,NA,NA,NA,0,0
22,68.870003,68.641451986734,68.641451986734,NA,NA,NA,NA,0,0
23,68.800003,69.0198809159609,69.0198809159609,NA,NA,NA,NA,0,0
24,69.129997,68.9501618138808,68.9501618138808,NA,NA,NA,NA,0,0
25,69.230003,69.2787903759258,69.2787903759258,NA,NA,NA,NA,0,0
26,69.110001,69.3783756174159,69.3783756174159,NA,NA,NA,NA,0,0
27,69.260002,69.2588661823431,69.2588661823431,NA,NA,NA,NA,0,0
28,68.970001,69.4082484756555,69.4082484756555,NA,NA,NA,NA,0,0
29,68.68,69.1194447412139,69.1194447412139,NA,NA,NA,NA,0,0
30,68.379997,68.8306498432875,68.8306498432875,NA,NA,NA,NA,0,0
31,67.760002,68.5318971034076,68.5318971034076,NA,NA,NA,NA,0,0
32,69.879997,67.9144776894988,67.9144776894988,NA,NA,NA,NA,0,0
33,70.029999,70.0257213498362,70.0257213498362,NA,NA,NA,NA,0,0
34,73.25,70.175062315804,70.175062315804,NA,NA,NA,NA,0,0
35,76.650002,73.3817276866662,73.3817276866662,NA,NA,NA,NA,0,0
36,76.690002,76.7675851779388,76.7675851779388,NA,NA,NA,NA,0,0
37,79.510002,76.8073152762704,76.8073152762704,NA,NA,NA,NA,0,0
38,79.360001,79.615609101398,79.615609101398,NA,NA,NA,NA,0,0
39,77.400002,79.4661434755799,79.4661434755799,NA,NA,NA,NA,0,0
40,78.019997,77.5142219637206,77.5142219637206,NA,NA,NA,NA,0,0
41,77.709999,78.1316785112066,78.1316785112066,NA,NA,NA,NA,0,0
42,78.050003,77.8229517019568,77.8229517019568,NA,NA,NA,NA,0,0
43,78.529999,78.1615504505707,78.1615504505707,NA,NA,NA,NA,0,0
